age_group,sex,smoking_status,variable_1,variable_2,n_complete,correlation,correlation_estimable,joint_generation_method,source_dataset
50-54,male,former,cigarettes_per_day,years_since_quitting,1250,0.0902128033323509,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
50-54,male,former,smoking_duration,years_since_quitting,1250,-0.9340804719435326,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,current,age_at_initiation,cigarettes_per_day,1250,-0.05520470380627104,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,current,age_at_initiation,smoking_duration,1250,-0.9390012334079283,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,current,cigarettes_per_day,smoking_duration,1250,0.06124082181262681,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_initiation,age_at_stopping,1250,0.26183572351365514,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_initiation,cigarettes_per_day,1250,0.08094847590232364,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_initiation,smoking_duration,1250,-0.016250912484617994,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_initiation,years_since_quitting,1250,-0.2598290112053528,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_stopping,cigarettes_per_day,1250,0.3101042794830741,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_stopping,smoking_duration,1250,0.9607299394457206,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,age_at_stopping,years_since_quitting,1250,-0.9894249794441957,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,cigarettes_per_day,smoking_duration,1250,0.29799774153611225,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,cigarettes_per_day,years_since_quitting,1250,-0.3020385369851309,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,female,former,smoking_duration,years_since_quitting,1250,-0.9503510543431085,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,current,age_at_initiation,cigarettes_per_day,1250,0.21305466790311373,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,current,age_at_initiation,smoking_duration,1250,-0.9475984025966776,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,current,cigarettes_per_day,smoking_duration,1250,-0.20335140585003264,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_initiation,age_at_stopping,1250,-0.03546793775166221,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_initiation,cigarettes_per_day,1250,-0.45057208557583883,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_initiation,smoking_duration,1250,-0.2728675930599839,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_initiation,years_since_quitting,1250,0.03325575416454156,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_stopping,cigarettes_per_day,1250,-0.07944819476857799,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_stopping,smoking_duration,1250,0.9711243398492027,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,age_at_stopping,years_since_quitting,1250,-0.9900069794084754,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,cigarettes_per_day,smoking_duration,1250,0.031081042898295535,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,cigarettes_per_day,years_since_quitting,1250,0.07698524138299279,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
55-59,male,former,smoking_duration,years_since_quitting,1250,-0.9609763841632989,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,current,age_at_initiation,cigarettes_per_day,1250,-0.08660718664114292,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,current,age_at_initiation,smoking_duration,1250,-0.9509836136916955,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,current,cigarettes_per_day,smoking_duration,1250,0.060509965300623636,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_initiation,age_at_stopping,1250,0.273251807100348,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_initiation,cigarettes_per_day,1250,0.061117609432675406,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_initiation,smoking_duration,1250,-0.0157497143888062,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_initiation,years_since_quitting,1250,-0.2624868413779324,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_stopping,cigarettes_per_day,1250,0.3140877192746289,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_stopping,smoking_duration,1250,0.9575195878944602,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,age_at_stopping,years_since_quitting,1250,-0.9914729146311914,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,cigarettes_per_day,smoking_duration,1250,0.3081518616398942,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,cigarettes_per_day,years_since_quitting,1250,-0.3049598578763025,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,female,former,smoking_duration,years_since_quitting,1250,-0.9518833327858335,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,current,age_at_initiation,cigarettes_per_day,1250,0.24986094398027303,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,current,age_at_initiation,smoking_duration,1250,-0.962250513318256,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,current,cigarettes_per_day,smoking_duration,1250,-0.25588058896198196,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_initiation,age_at_stopping,1250,-0.04053213343203798,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_initiation,cigarettes_per_day,1250,-0.44229135209331233,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_initiation,smoking_duration,1250,-0.27865665597214434,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_initiation,years_since_quitting,1250,0.04253770365523318,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_stopping,cigarettes_per_day,1250,-0.018725363133929557,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_stopping,smoking_duration,1250,0.9708961228920175,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,age_at_stopping,years_since_quitting,1250,-0.992221020600523,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,cigarettes_per_day,smoking_duration,1250,0.08801787516264278,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,cigarettes_per_day,years_since_quitting,1250,0.02146276785336652,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
60-64,male,former,smoking_duration,years_since_quitting,1250,-0.963899849467637,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,current,age_at_initiation,cigarettes_per_day,1250,-0.06809275110134928,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,current,age_at_initiation,smoking_duration,1250,-0.9590060989426611,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,current,cigarettes_per_day,smoking_duration,1250,0.03702788018646779,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_initiation,age_at_stopping,1250,0.2839611843615478,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_initiation,cigarettes_per_day,1250,0.1121515233958261,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_initiation,smoking_duration,1250,-0.031173727863954753,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_initiation,years_since_quitting,1250,-0.28258039976846727,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_stopping,cigarettes_per_day,1250,0.29574518817535067,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_stopping,smoking_duration,1250,0.9495176353669039,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,age_at_stopping,years_since_quitting,1250,-0.9927876853455762,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,cigarettes_per_day,smoking_duration,1250,0.27159811106739784,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,cigarettes_per_day,years_since_quitting,1250,-0.2935540556215045,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,female,former,smoking_duration,years_since_quitting,1250,-0.9424511089454277,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,current,age_at_initiation,cigarettes_per_day,1250,0.3281231367429401,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,current,age_at_initiation,smoking_duration,1250,-0.9707633548077137,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,current,cigarettes_per_day,smoking_duration,1250,-0.32833764835107876,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_initiation,age_at_stopping,1250,-0.008284865665704173,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_initiation,cigarettes_per_day,1250,-0.4661434181396608,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_initiation,smoking_duration,1250,-0.2743966940841466,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_initiation,years_since_quitting,1250,0.001972227441110888,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_stopping,cigarettes_per_day,1250,-0.07385846358710858,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_stopping,smoking_duration,1250,0.9638569208023396,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,age_at_stopping,years_since_quitting,1250,-0.9934510190697342,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,cigarettes_per_day,smoking_duration,1250,0.05316842307082133,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,cigarettes_per_day,years_since_quitting,1250,0.08278499375391234,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
65-69,male,former,smoking_duration,years_since_quitting,1250,-0.955877222588681,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,current,age_at_initiation,cigarettes_per_day,1250,-0.0856753052291283,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,current,age_at_initiation,smoking_duration,1250,-0.9721670371205561,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,current,cigarettes_per_day,smoking_duration,1250,0.06864951890995223,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_initiation,age_at_stopping,1250,0.2695581494321563,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_initiation,cigarettes_per_day,1250,0.1426154005203363,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_initiation,smoking_duration,1250,-0.06395139912865852,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_initiation,years_since_quitting,1250,-0.2619703369608759,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_stopping,cigarettes_per_day,1250,0.3134212935197874,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_stopping,smoking_duration,1250,0.9437742785234966,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,age_at_stopping,years_since_quitting,1250,-0.9940093831035157,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,cigarettes_per_day,smoking_duration,1250,0.27584299377950267,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,cigarettes_per_day,years_since_quitting,1250,-0.30854130407621183,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,female,former,smoking_duration,years_since_quitting,1250,-0.9401710050675953,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,current,age_at_initiation,cigarettes_per_day,1250,0.2687115235454871,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,current,age_at_initiation,smoking_duration,1250,-0.9787189412821957,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,current,cigarettes_per_day,smoking_duration,1250,-0.25474120750506996,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_initiation,age_at_stopping,1250,0.02007664633337353,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_initiation,cigarettes_per_day,1250,-0.459894660431939,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_initiation,smoking_duration,1250,-0.25758308901778565,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_initiation,years_since_quitting,1250,-0.019493886677222468,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_stopping,cigarettes_per_day,1250,-0.06428491494041988,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_stopping,smoking_duration,1250,0.9608899930288833,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,age_at_stopping,years_since_quitting,1250,-0.9943923323570677,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,cigarettes_per_day,smoking_duration,1250,0.06525624961623949,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,cigarettes_per_day,years_since_quitting,1250,0.07073429458984447,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
70-74,male,former,smoking_duration,years_since_quitting,1250,-0.9556318736994964,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,current,age_at_initiation,cigarettes_per_day,1250,-0.0431155168376699,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,current,age_at_initiation,smoking_duration,1250,-0.9818792978715248,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,current,cigarettes_per_day,smoking_duration,1250,0.039202602853346265,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_initiation,age_at_stopping,1250,0.3136331154821041,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_initiation,cigarettes_per_day,1250,0.0977439769037263,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_initiation,smoking_duration,1250,-0.051696195729936174,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_initiation,years_since_quitting,1250,-0.29554701225630436,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_stopping,cigarettes_per_day,1250,0.32214382798861957,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_stopping,smoking_duration,1250,0.9320609280157011,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,age_at_stopping,years_since_quitting,1250,-0.9941886371002702,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,cigarettes_per_day,smoking_duration,1250,0.3015133648712292,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,cigarettes_per_day,years_since_quitting,1250,-0.32215894239515896,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,female,former,smoking_duration,years_since_quitting,1250,-0.9328497604373231,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,current,age_at_initiation,cigarettes_per_day,1250,0.28049030315207985,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,current,age_at_initiation,smoking_duration,1250,-0.9882165117884613,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,current,cigarettes_per_day,smoking_duration,1250,-0.2889071925579463,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_initiation,age_at_stopping,1250,0.03106586336307174,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_initiation,cigarettes_per_day,1250,-0.4172635501573657,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_initiation,smoking_duration,1250,-0.2652811577219858,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_initiation,years_since_quitting,1250,-0.016292825551684743,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_stopping,cigarettes_per_day,1250,-0.12477235249144225,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_stopping,smoking_duration,1250,0.9554645431707514,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,age_at_stopping,years_since_quitting,1250,-0.9951167382546882,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,cigarettes_per_day,smoking_duration,1250,0.0028364186293384974,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,cigarettes_per_day,years_since_quitting,1250,0.1266053837388141,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
75-79,male,former,smoking_duration,years_since_quitting,1250,-0.9551156859322063,true,complete_standardised_residual_vector_resampling,data_raw/eurobarometer.dta
